=== SHEET: background lists ===
COMPLETE	√	YES	X		1)	Yes	Phase	Description	Phase + Description		Description2	Phase + Description	Phase
					51)		01-2910-10000-	Misc. Job Material	01-2910-10000- - (Misc. Job Material)		Form Piers or Columns	03-3105-90000- - (Form Piers or Columns)	03-3105-90000-
					53)		01-2920-10000-	Misc. Other Req'ts	01-2920-10000- - (Misc. Other Req'ts)		Shore Elevated Decks	03-3106-10000- - (Shore Elevated Decks)	03-3106-10000-
					54)		01-4010-10000-	Architect Fees	01-4010-10000- - (Architect Fees)		Shore Elevated Decks	03-3106-90000- - (Shore Elevated Decks)	03-3106-90000-
					55)		01-5010-10000-	Temporary Storage	01-5010-10000- - (Temporary Storage)		Form Elev Deck Edges	03-3107-10000- - (Form Elev Deck Edges)	03-3107-10000-
					56)		01-5015-10000-	Trailer Mobilize/Demob	01-5015-10000- - (Trailer Mobilize/Demob)		Form Elev Deck Edges	03-3107-90000- - (Form Elev Deck Edges)	03-3107-90000-
					57)		01-5020-10000-	Trailer Rent	01-5020-10000- - (Trailer Rent)		Edge Form Precast	03-3108-10000- - (Edge Form Precast)	03-3108-10000-
					58)		01-5021-10000-	Trailer Equipment/Supplies	01-5021-10000- - (Trailer Equipment/Supplies)		Edge Form Precast	03-3108-90000- - (Edge Form Precast)	03-3108-90000-
					59)		01-5022-10000-	Field Office - Spare	01-5022-10000- - (Field Office - Spare)		Edge Form Metal Deck	03-3109-10000- - (Edge Form Metal Deck)	03-3109-10000-
					60)		01-5023-10000-	Field Office - Spare	01-5023-10000- - (Field Office - Spare)		Edge Form Metal Deck	03-3109-90000- - (Edge Form Metal Deck)	03-3109-90000-
					61)		01-5030-10000-	Job Toilet	01-5030-10000- - (Job Toilet)		Form Beams	03-3110-10000- - (Form Beams)	03-3110-10000-
					62)		01-5040-10000-	Dust Partitions	01-5040-10000- - (Dust Partitions)		Form Beams	03-3110-90000- - (Form Beams)	03-3110-90000-
					63)		01-5050-10000-	Hoisting	01-5050-10000- - (Hoisting)		Edge Form SOG	03-3111-10000- - (Edge Form SOG)	03-3111-10000-
					64)		01-5060-10000-	Temporary Fencing	01-5060-10000- - (Temporary Fencing)		Edge Form SOG	03-3111-90000- - (Edge Form SOG)	03-3111-90000-
					65)		01-5065-10000-	Security	01-5065-10000- - (Security)		Underslab Vapor Barrier	03-3112-10000- - (Underslab Vapor Barrier)	03-3112-10000-
					66)		01-5070-10000-	Tree/ Plant Protect	01-5070-10000- - (Tree/ Plant Protect)		Underslab Vapor Barrier	03-3112-90000- - (Underslab Vapor Barrier)	03-3112-90000-
					67)		01-5080-10000-	Temporary Stairs	01-5080-10000- - (Temporary Stairs)		Form Column Box-outs	03-3113-10000- - (Form Column Box-outs)	03-3113-10000-
					68)		01-5090-10000-	Guardrails	01-5090-10000- - (Guardrails)		Form Column Box-outs	03-3113-90000- - (Form Column Box-outs)	03-3113-90000-
					69)		01-5100-10000-	Barricades	01-5100-10000- - (Barricades)		Form Concrete Stairs	03-3114-10000- - (Form Concrete Stairs)	03-3114-10000-
					70)		01-5110-10000-	Access Road	01-5110-10000- - (Access Road)		Form Concrete Stairs	03-3114-90000- - (Form Concrete Stairs)	03-3114-90000-
					71)		01-5120-10000-	Project Identification	01-5120-10000- - (Project Identification)		Set Bolt Templates	03-3115-10000- - (Set Bolt Templates)	03-3115-10000-
					72)		01-5135-10000-	Building Start up Electric	01-5135-10000- - (Building Start up Electric)		Set Bolt Templates	03-3115-90000- - (Set Bolt Templates)	03-3115-90000-
					73)		01-5140-10000-	Temp. Production Electricity	01-5140-10000- - (Temp. Production Electricity)		Grout Base Plates	03-3116-10000- - (Grout Base Plates)	03-3116-10000-
					74)		01-5160-10000-	Mobile/Cell Service	01-5160-10000- - (Mobile/Cell Service)		Grout Base Plates	03-3116-90000- - (Grout Base Plates)	03-3116-90000-
					75)		01-5170-10000-	Construction Water	01-5170-10000- - (Construction Water)		John Theis	03-3120-10000- - (John Theis)	03-3120-10000-
					76)		01-5180-10000-	Temporary Walls	01-5180-10000- - (Temporary Walls)		Bookkeeping	03-3130-10000- - (Bookkeeping)	03-3130-10000-
					77)		01-5185-10000-	Temporary Enclosures	01-5185-10000- - (Temporary Enclosures)		Stem Wall Subcontractor	03-3200-10000- - (Stem Wall Subcontractor)	03-3200-10000-
					78)		01-5200-10000-	Heat After Enclosure	01-5200-10000- - (Heat After Enclosure)		Carpenter	03-3210-10000- - (Carpenter)	03-3210-10000-
					79)		01-5230-10000-	Temp. Cooling	01-5230-10000- - (Temp. Cooling)		Mason Tenders	03-3220-10000- - (Mason Tenders)	03-3220-10000-
					80)		01-5235-10000-	Temporary Lighting	01-5235-10000- - (Temporary Lighting)		Operator	03-3230-10000- - (Operator)	03-3230-10000-
					81)		01-5240-10000-	Trailer Drinking Water	01-5240-10000- - (Trailer Drinking Water)		ICF Block	03-3300-10000- - (ICF Block)	03-3300-10000-
					82)		01-5260-10000-	Weekly Cleanup	01-5260-10000- - (Weekly Cleanup)		Place and Finish Footings	03-3301-10000- - (Place and Finish Footings)	03-3301-10000-
					83)		01-5270-10000-	Dumpsters	01-5270-10000- - (Dumpsters)		Place and Finish Footings	03-3301-90000- - (Place and Finish Footings)	03-3301-90000-
					84)		01-5280-10000-	Rubbish Removal	01-5280-10000- - (Rubbish Removal)		Place and Finish Pile Caps	03-3302-10000- - (Place and Finish Pile Caps)	03-3302-10000-
					85)		01-5300-10000-	Dust Control	01-5300-10000- - (Dust Control)		Place and Finish Pile Caps	03-3302-90000- - (Place and Finish Pile Caps)	03-3302-90000-
					86)		01-5301-10000-	Dust Control - Water Truck	01-5301-10000- - (Dust Control - Water Truck)		Place Walls	03-3303-10000- - (Place Walls)	03-3303-10000-
					87)		01-5302-10000-	Dust Control - Permits	01-5302-10000- - (Dust Control - Permits)		Place Walls	03-3303-90000- - (Place Walls)	03-3303-90000-
					88)		01-5303-10000-	Stormwater Prevention Plan	01-5303-10000- - (Stormwater Prevention Plan)		Place Piers or Columns	03-3304-10000- - (Place Piers or Columns)	03-3304-10000-
					89)		01-5350-10000-	Dress - Up & Reseed	01-5350-10000- - (Dress - Up & Reseed)		Place Piers or Columns	03-3304-90000- - (Place Piers or Columns)	03-3304-90000-
					90)		01-6000-10000-	Submittal Exchange	01-6000-10000- - (Submittal Exchange)		Place and Finish Elev Decks	03-3305-10000- - (Place and Finish Elev Decks)	03-3305-10000-
					91)		01-6001-10000-	Multivista	01-6001-10000- - (Multivista)		Place and Finish Elev Decks	03-3305-90000- - (Place and Finish Elev Decks)	03-3305-90000-
					92)		01-6002-10000-	Digital Plan Room	01-6002-10000- - (Digital Plan Room)		Place and Finish Precast Topping	03-3306-10000- - (Place and Finish Precast Topping)	03-3306-10000-
					93)		01-6020-10000-	Interior Scaffolding	01-6020-10000- - (Interior Scaffolding)		Place and Finish Precast Topping	03-3306-90000- - (Place and Finish Precast Topping)	03-3306-90000-
					94)		01-6030-10000-	Unload Mat'l	01-6030-10000- - (Unload Mat'l)		Place and Finish Slabs on Mtl Deck	03-3307-10000- - (Place and Finish Slabs on Mtl Deck)	03-3307-10000-
					95)		01-6035-10000-	Forklift	01-6035-10000- - (Forklift)		Place and Finish Slabs on Mtl Deck	03-3307-90000- - (Place and Finish Slabs on Mtl Deck)	03-3307-90000-
					96)		01-6040-10000-	Mat'l Protection	01-6040-10000- - (Mat'l Protection)		Place and Finish SOG	03-3308-10000- - (Place and Finish SOG)	03-3308-10000-
					97)		01-6045-10000-	Street Sweeper	01-6045-10000- - (Street Sweeper)		Place and Finish SOG	03-3308-90000- - (Place and Finish SOG)	03-3308-90000-
					98)		01-6060-10000-	Special Equip.	01-6060-10000- - (Special Equip.)		Place and Finish Column Box-outs	03-3309-10000- - (Place and Finish Column Box-outs)	03-3309-10000-
					99)		01-6065-10000-	Promotional	01-6065-10000- - (Promotional)		Place and Finish Column Box-outs	03-3309-90000- - (Place and Finish Column Box-outs)	03-3309-90000-
					100)		01-6070-10000-	Safety Equipment	01-6070-10000- - (Safety Equipment)		Place and Finish Conc Stairs	03-3310-10000- - (Place and Finish Conc Stairs)	03-3310-10000-
					101)		01-6075-10000-	Safety - Contract Service	01-6075-10000- - (Safety - Contract Service)		Place and Finish Conc Stairs	03-3310-90000- - (Place and Finish Conc Stairs)	03-3310-90000-
					102)		01-6080-10000-	Small Tools	01-6080-10000- - (Small Tools)		ICF Bracing	03-3320-10000- - (ICF Bracing)	03-3320-10000-
					103)		01-6100-10000-	Shoring	01-6100-10000- - (Shoring)		ICF Reinforcing	03-3330-10000- - (ICF Reinforcing)	03-3330-10000-
					104)		01-7010-10000-	Detail & Close - Out	01-7010-10000- - (Detail & Close - Out)		ICF Concrete	03-3340-10000- - (ICF Concrete)	03-3340-10000-
					105)		01-8050-10000-	Gas Co. Charges	01-8050-10000- - (Gas Co. Charges)		ICF Pump Trucks	03-3350-10000- - (ICF Pump Trucks)	03-3350-10000-
					106)		01-8100-10000-	Underground Conflicts	01-8100-10000- - (Underground Conflicts)		ICF Lumber	03-3360-10000- - (ICF Lumber)	03-3360-10000-
					107)		01-9000-10000-	Gen & Admin Labor Allocated	01-9000-10000- - (Gen & Admin Labor Allocated)		ICF Miscellaneous Tools, Safety	03-3370-10000- - (ICF Miscellaneous Tools, Safety)	03-3370-10000-
					108)		01-9500-10000-	Preconstruction Costs Allocate	01-9500-10000- - (Preconstruction Costs Allocate)		ICF Miscellaneous Equipment	03-3380-10000- - (ICF Miscellaneous Equipment)	03-3380-10000-
					109)		60-1210-10000	Virtual Construction Director	60-1210-10000 - (Virtual Construction Director)		Grade Beam Subcontractor	03-3600-10000- - (Grade Beam Subcontractor)	03-3600-10000-
					110)		60-1215-10000	Virtual Construction Manager	60-1215-10000 - (Virtual Construction Manager)		SOG Subcontractor	03-4100-10000- - (SOG Subcontractor)	03-4100-10000-
					111)						Misc Pads Subcontractor	03-4200-10000- - (Misc Pads Subcontractor)	03-4200-10000-
					112)						Grout Base Plates	03-4255-10000- - (Grout Base Plates)	03-4255-10000-
					113)						Grout Base Plates	03-4255-90000- - (Grout Base Plates)	03-4255-90000-
					114)						SOMD Subcontractor	03-4300-10000- - (SOMD Subcontractor)	03-4300-10000-
					115)						Stained Concrete	03-4350-10000- - (Stained Concrete)	03-4350-10000-
											Sealed Concrete	03-4355-10000- - (Sealed Concrete)	03-4355-10000-
											Shored CIP Deck Subcontract	03-4400-10000- - (Shored CIP Deck Subcontract)	03-4400-10000-
											Pit Slabs Subcontract	03-4500-10000- - (Pit Slabs Subcontract)	03-4500-10000-
											Conc Topping Subcontractor	03-4600-10000- - (Conc Topping Subcontractor)	03-4600-10000-
											Lightweight Concrete Subcontrc	03-4700-10000- - (Lightweight Concrete Subcontrc)	03-4700-10000-
											Gypsum topping Subcontract	03-4800-10000- - (Gypsum topping Subcontract)	03-4800-10000-
											Round Column Subcontract	03-5100-10000- - (Round Column Subcontract)	03-5100-10000-
											Squared Column Subcontract	03-5200-10000- - (Squared Column Subcontract)	03-5200-10000-
											Stairs on Grade Subcontract	03-5600-10000- - (Stairs on Grade Subcontract)	03-5600-10000-
											Shored CIP Stairs Subcontract	03-5700-10000- - (Shored CIP Stairs Subcontract)	03-5700-10000-
											Ramps on Grade Subcontract	03-6100-10000- - (Ramps on Grade Subcontract)	03-6100-10000-
											Shored CIP Ramps Subcontract	03-6200-10000- - (Shored CIP Ramps Subcontract)	03-6200-10000-
											Tilt Walls	03-7100-10000- - (Tilt Walls)	03-7100-10000-
											Rebar Tie - Wall Panel	03-7101-10000- - (Rebar Tie - Wall Panel)	03-7101-10000-
											Rebar Tie - Wall Panel	03-7101-90000- - (Rebar Tie - Wall Panel)	03-7101-90000-
											Form Labor - Wall Panel	03-7102-10000- - (Form Labor - Wall Panel)	03-7102-10000-
											Form Labor - Wall Panel	03-7102-90000- - (Form Labor - Wall Panel)	03-7102-90000-
											Dirt Work - Wall Panel	03-7103-10000- - (Dirt Work - Wall Panel)	03-7103-10000-
											Dirt Work - Wall Panel	03-7103-90000- - (Dirt Work - Wall Panel)	03-7103-90000-
											Place & Finish - Wall Panel	03-7104-10000- - (Place & Finish - Wall Panel)	03-7104-10000-
											Place & Finish - Wall Panel	03-7104-90000- - (Place & Finish - Wall Panel)	03-7104-90000-
											Grout Joints - Wall Panel	03-7105-10000- - (Grout Joints - Wall Panel)	03-7105-10000-
											Grout Joints - Wall Panel	03-7105-90000- - (Grout Joints - Wall Panel)	03-7105-90000-
											Casting Beds	03-7150-10000- - (Casting Beds)	03-7150-10000-
											Rebar Tie - Casting Bed	03-7151-10000- - (Rebar Tie - Casting Bed)	03-7151-10000-
											Rebar Tie - Casting Bed	03-7151-90000- - (Rebar Tie - Casting Bed)	03-7151-90000-
											Form Labor - Casting Bed	03-7152-10000- - (Form Labor - Casting Bed)	03-7152-10000-
											Form Labor - Casting Bed	03-7152-90000- - (Form Labor - Casting Bed)	03-7152-90000-
											Dirt Work - Casting Bed	03-7153-10000- - (Dirt Work - Casting Bed)	03-7153-10000-
											Dirt Work - Casting Bed	03-7153-90000- - (Dirt Work - Casting Bed)	03-7153-90000-
											Place & Finish - Casting Bed	03-7154-10000- - (Place & Finish - Casting Bed)	03-7154-10000-
											Place & Finish - Casting Bed	03-7154-90000- - (Place & Finish - Casting Bed)	03-7154-90000-
											Tilt Floor/Roof Subcontractor	03-7200-10000- - (Tilt Floor/Roof Subcontractor)	03-7200-10000-
											Concrete Repair to Exist Cond	03-8600-10000- - (Concrete Repair to Exist Cond)	03-8600-10000-
											Structural Precast	03-8700-10000- - (Structural Precast)	03-8700-10000-
											Architectural Precast	03-8800-10000- - (Architectural Precast)	03-8800-10000-
											Sealer/Hardener	03-8900-10000- - (Sealer/Hardener)	03-8900-10000-
											Brick Sealer	04-0100-10000- - (Brick Sealer)	04-0100-10000-
											Masonry Rebar	04-0290-10000- - (Masonry Rebar)	04-0290-10000-
											Mas. Exp. Jts. / Covers	04-0550-10000- - (Mas. Exp. Jts. / Covers)	04-0550-10000-
											Wall Bracing	04-0580-10000- - (Wall Bracing)	04-0580-10000-
											Structural Masonry	04-1000-10000- - (Structural Masonry)	04-1000-10000-
											Conc. Mas. Unit	04-2000-10000- - (Conc. Mas. Unit)	04-2000-10000-
											Masonry (Self Perform)	04-2000-90000- - (Masonry (Self Perform))	04-2000-90000-
											Sandblasting (Exist)	04-5210-10000- - (Sandblasting (Exist))	04-5210-10000-
											Drypacking	04-6000-10000- - (Drypacking)	04-6000-10000-
											Set HM Frames	04-8000-10000- - (Set HM Frames)	04-8000-10000-
											Shoring / Bracing	04-8100-10000- - (Shoring / Bracing)	04-8100-10000-
											Steel Package	05-1000-10000- - (Steel Package)	05-1000-10000-
											Steel Erection	05-1900-10000- - (Steel Erection)	05-1900-10000-
											Steel Joists	05-2000-10000- - (Steel Joists)	05-2000-10000-
											Metal Decking	05-3000-10000- - (Metal Decking)	05-3000-10000-
											Misc. Steel	05-5000-10000- - (Misc. Steel)	05-5000-10000-
											Trench Grates - Steel	05-5190-10000- - (Trench Grates - Steel)	05-5190-10000-
											Trench Covers	05-5200-10000- - (Trench Covers)	05-5200-10000-
											Mtl. Space Frame	05-5500-10000- - (Mtl. Space Frame)	05-5500-10000-
											Ornamental Metal	05-7000-10000- - (Ornamental Metal)	05-7000-10000-
											Alum. Handrails	05-7210-10000- - (Alum. Handrails)	05-7210-10000-
											Expansion Control	05-8000-10000- - (Expansion Control)	05-8000-10000-
											Exp. Jts. - Flr.	05-8010-10000- - (Exp. Jts. - Flr.)	05-8010-10000-
											Carpentry	06-0005-10000- - (Carpentry)	06-0005-10000-
											Carp. Scaffold	06-0010-10000- - (Carp. Scaffold)	06-0010-10000-
											Carp. Tool / Equip.	06-0020-10000- - (Carp. Tool / Equip.)	06-0020-10000-
											Carp. Hardware	06-0030-10000- - (Carp. Hardware)	06-0030-10000-
											Rough Carpentry	06-1000-10000- - (Rough Carpentry)	06-1000-10000-
											Rough Carpentry(SP)	06-1000-90000- - (Rough Carpentry(SP))	06-1000-90000-
											Layout Walls and Partitions	06-1010-10000- - (Layout Walls and Partitions)	06-1010-10000-
											Layout Walls and Partitions	06-1010-90000- - (Layout Walls and Partitions)	06-1010-90000-
											Frame/Set Walls	06-1020-10000- - (Frame/Set Walls)	06-1020-10000-
											Frame/Set Walls	06-1020-90000- - (Frame/Set Walls)	06-1020-90000-
											Floor Framing	06-1030-10000- - (Floor Framing)	06-1030-10000-
											Floor Framing	06-1030-90000- - (Floor Framing)	06-1030-90000-
											Roof Framing/Set Trusses	06-1040-10000- - (Roof Framing/Set Trusses)	06-1040-10000-
											Roof Framing/Set Trusses	06-1040-90000- - (Roof Framing/Set Trusses)	06-1040-90000-
											Frame Interior Drops/Soffits	06-1050-10000- - (Frame Interior Drops/Soffits)	06-1050-10000-
											Frame Interior Drops/Soffits	06-1050-90000- - (Frame Interior Drops/Soffits)	06-1050-90000-
											Frame Exterior Drops/Soffits	06-1055-10000- - (Frame Exterior Drops/Soffits)	06-1055-10000-
											Frame Exterior Drops/Soffits	06-1055-90000- - (Frame Exterior Drops/Soffits)	06-1055-90000-
											Frame Stairs	06-1060-10000- - (Frame Stairs)	06-1060-10000-
											Frame Stairs	06-1060-90000- - (Frame Stairs)	06-1060-90000-
											Blocking / Nailers	06-1070-10000- - (Blocking / Nailers)	06-1070-10000-
											Interior Backing/Blocking Labor	06-1072-10000- - (Interior Backing/Blocking Labor)	06-1072-10000-
											Interior Backing/Blocking Labor	06-1072-90000- - (Interior Backing/Blocking Labor)	06-1072-90000-
											Roof Blocking	06-1074-10000- - (Roof Blocking)	06-1074-10000-
											Roof Blocking	06-1074-90000- - (Roof Blocking)	06-1074-90000-
											Window/Door Blocking	06-1076-10000- - (Window/Door Blocking)	06-1076-10000-
											Window/Door Blocking	06-1076-90000- - (Window/Door Blocking)	06-1076-90000-
											Roof Sheathing	06-1080-10000- - (Roof Sheathing)	06-1080-10000-
											Roof Sheathing	06-1080-90000- - (Roof Sheathing)	06-1080-90000-
											Wall Sheathing	06-1082-10000- - (Wall Sheathing)	06-1082-10000-
											Wall Sheathing	06-1082-90000- - (Wall Sheathing)	06-1082-90000-
											Floor Sheathing	06-1084-10000- - (Floor Sheathing)	06-1084-10000-
											Floor Sheathing	06-1084-90000- - (Floor Sheathing)	06-1084-90000-
											Underlayment Labor	06-1090-10000- - (Underlayment Labor)	06-1090-10000-
											Underlayment Labor	06-1090-90000- - (Underlayment Labor)	06-1090-90000-
											Sub - Fascia	06-1100-10000- - (Sub - Fascia)	06-1100-10000-
											Wood Trusses	06-1350-10000- - (Wood Trusses)	06-1350-10000-
											Prefab Components	06-1360-10000- - (Prefab Components)	06-1360-10000-
											Finished Carpentry & Millwork	06-2000-10000- - (Finished Carpentry & Millwork)	06-2000-10000-
											Finished Carpentry & Millwork (SP)	06-2000-90000- - (Finished Carpentry & Millwork (SP))	06-2000-90000-
											Casework Shakeout & Sort	06-2001-10000- - (Casework Shakeout & Sort)	06-2001-10000-
											Casework Shakeout & Sort	06-2001-90000- - (Casework Shakeout & Sort)	06-2001-90000-
											Wood Base Install	06-2002-10000- - (Wood Base Install)	06-2002-10000-
											Wood Base Install	06-2002-90000- - (Wood Base Install)	06-2002-90000-
