=== SHEET: background lists ===
COMPLETE	√	YES	X		1)	Yes	Phase	Description	Phase + Description		Description2	Phase + Description	Phase
			Greenlee	Clifton		0.056	0.005	0.03	0.091	Program City									Warranty amount in Scope Sheet #	53
			Mohave	Colorado City		0.056	0.0025	0.02	0.0785	Program City									Warranty amount in Scope Sheet #	54
			Pinal	Coolidge		0.056	0.016	0.04	0.11200000000000002	Program City									Warranty amount in Scope Sheet #	55
			Yuma	Dateland		0.056	0.01112	0	0.06712	Program City									Warranty amount in Scope Sheet #	56
			Cochise	Douglas		0.056	0.005	0.028	0.089	Program City									Warranty amount in Scope Sheet #	57
			Maricopa	El Mirage		0.056	0.007	0.03	0.093	Program City									Warranty amount in Scope Sheet #	58
			Pinal	Eloy		0.056	0.016	0.045	0.117	Program City									Warranty amount in Scope Sheet #	59
			Coconino	Flagstaff		0.056	0.013	0.02281	0.09181	Program City									Warranty amount in Scope Sheet #	60
			Pinal	Florence		0.056	0.016	0.04	0.11200000000000002	Program City									Warranty amount in Scope Sheet #	61
			Maricopa	Fountain Hills		0.056	0.007	0.029	0.092	Program City									Warranty amount in Scope Sheet #	62
			Maricopa	Gila Bend		0.056	0.007	0.035	0.098	Program City									Warranty amount in Scope Sheet #	63
			Maricopa	Gilbert		0.056	0.007	0.015	0.078	Program City									Warranty amount in Scope Sheet #	64
			Maricopa	Glendale		0.056	0.007	0.029	0.092	Program City									Warranty amount in Scope Sheet #	65
			Maricopa	Goodyear		0.056	0.007	0.035	0.098	Program City									Warranty amount in Scope Sheet #	66
			Pima	Green Valley		0.056	0.005	0	0.061	Program City									Warranty amount in Scope Sheet #	67
			Maricopa	Higley		0.056	0.007	0	0.063	Program City									Warranty amount in Scope Sheet #	68
			Mohave	Kingman		0.056	0	0.025	0.081	Program City									Warranty amount in Scope Sheet #	69
			Mohave	Lake Havasu		0.056	0	0.02	0.076	Program City									Warranty amount in Scope Sheet #	70
			Navajo	Lakeside		0.056	0.0083	0.03	0.0943	Program City									Warranty amount in Scope Sheet #	71
			Maricopa	Laveen		0.056	0.007	0	0.063	Program City									Warranty amount in Scope Sheet #	72
			Coconino	Leupp		0.056	0.013	0	0.069	Program City									Warranty amount in Scope Sheet #	73
			Maricopa	Litchfield Park		0.056	0.007	0.048	0.111	Program City									Warranty amount in Scope Sheet #	74
			Pima	Marana		0.056	0.005	0.04	0.101	Program City									Warranty amount in Scope Sheet #	75
			Pinal	Maricopa		0.056	0.016	0.035	0.10700000000000001	Program City									Warranty amount in Scope Sheet #	76
			Maricopa	Mesa		0.056	0.007	0.02	0.083	Program City									Warranty amount in Scope Sheet #	77
			Gila	Miami		0.056	0.01	0.025	0.091	Program City									Warranty amount in Scope Sheet #	78
			Santa Cruz	Nogales		0.056	0.01	0.02	0.08600000000000001	Program City									Warranty amount in Scope Sheet #	79
			Mohave	Mohave Valley		0.056	0	0	0.056	Program City									Warranty amount in Scope Sheet #	80
			Greenlee	Morenci		0.056	0.005	0	0.061	Program City									Warranty amount in Scope Sheet #	81
			Maricopa	New River		0.056	0.007	0	0.063	Program City									Warranty amount in Scope Sheet #	82
			Santa Cruz	Nogales		0.056	0.01	0.02	0.08600000000000001	Program City									Warranty amount in Scope Sheet #	83
			Pima	Oro Valley		0.056	0.005	0.04	0.101	Program City									Warranty amount in Scope Sheet #	84
			Maricopa	Paradise Valley		0.056	0.007	0.025	0.088	Program City									Warranty amount in Scope Sheet #	85
			La Paz	Parker		0.056	0.02	0.02	0.096	Program City									Warranty amount in Scope Sheet #	86
			Gila	Payson		0.056	0.01	0.0288	0.0948	Program City									Warranty amount in Scope Sheet #	87
			Maricopa	Peoria		0.056	0.007	0.018	0.081	Program City									Warranty amount in Scope Sheet #	88
			Maricopa	Phoenix		0.056	0.007	0.023	0.086	Program City									Warranty amount in Scope Sheet #	89
			Navajo	Pinetop		0.056	0.0083	0.03	0.0943	Program City									Warranty amount in Scope Sheet #	90
			Yavapai	Prescott		0.056	0.0075	0.0275	0.091	Program City									Warranty amount in Scope Sheet #	91
			Yavapai	Prescott Valley		0.056	0.0075	0.0283	0.09179999999999999	Program City									Warranty amount in Scope Sheet #	92
			Maricopa	Queen Creek		0.056	0.007	0.0425	0.10550000000000001	Program City									Warranty amount in Scope Sheet #	93
			Pinal	Sacaton		0.056	0.016	0	0.07200000000000001	Program City									Warranty amount in Scope Sheet #	94
			Graham	Safford		0.056	0.01	0.025	0.091	Program City									Warranty amount in Scope Sheet #	95
			Pima	Sahuarita		0.056	0.005	0.04	0.101	Program City									Warranty amount in Scope Sheet #	96
			Yuma	San Luis		0.056	0.01112	0.04	0.10711999999999999	Program City									Warranty amount in Scope Sheet #	97
			Maricopa	Scottsdale		0.056	0.007	0.0175	0.0805	Program City									Warranty amount in Scope Sheet #	98
			Coconino	Sedona (Coc)		0.056	0.013	0.035	0.10400000000000001	Program City									Warranty amount in Scope Sheet #	99
			Yavapai	Sedona (Yav)		0.056	0.0075	0.035	0.0985	Program City									Warranty amount in Scope Sheet #	100
			Navajo	Showlow		0.056	0.0083	0.02	0.0843	Program City									Warranty amount in Scope Sheet #	101
			Cochise	Sierra Vista		0.056	0.005	0.0245	0.08549999999999999	Program City									Warranty amount in Scope Sheet #	102
			Yuma	Somerton		0.056	0.01112	0.033	0.10012	Program City									Warranty amount in Scope Sheet #	103
			Pima	South Tucson		0.056	0.005	0.055	0.11599999999999999	Program City									Warranty amount in Scope Sheet #	104
			Maricopa	Sun City West		0.056	0.007	0	0.063	Program City									Warranty amount in Scope Sheet #	105
			Maricopa	Surprise		0.056	0.007	0.037	0.1	Program City									Warranty amount in Scope Sheet #	106
			Maricopa	Tempe		0.056	0.007	0.018	0.081	Program City									Warranty amount in Scope Sheet #	107
			Maricopa	Tolleson		0.056	0.007	0.025	0.088	Program City									Warranty amount in Scope Sheet #	108
			Maricopa	Tonopah		0.056	0.007	0	0.063	Program City									Warranty amount in Scope Sheet #	109
			Navajo	Tsaile		0.056	0.0083	0	0.0643	Program City									Warranty amount in Scope Sheet #	110
			Coconino	Tuba City		0.056	0.013	0	0.069	Program City									Warranty amount in Scope Sheet #	111
			Pima	Tucson		0.056	0.005	0.026	0.087	Program City									Warranty amount in Scope Sheet #	112
			Pima	Vail		0.056	0.005	0	0.061	Program City									Warranty amount in Scope Sheet #	113
			Navajo	Whiteriver		0.056	0.0083	0	0.0643	Program City									Warranty amount in Scope Sheet #	114
			Maricopa	Wickenburg (Mar)		0.056	0.007	0.035	0.098	Program City									Warranty amount in Scope Sheet #	115
			Yavapai	Wickenburg (Yav)		0.056	0.0075	0.035	0.0985	Program City								Total Warranty:		0
			Coconino	Williams		0.056	0.013	0.035	0.10400000000000001	Program City
			Navajo	Winslow		0.056	0.005	0.03	0.091	Program City
			Maricopa	Youngtown		0.056	0.007	0.03	0.093	Program City
			Yuma	Yuma		0.056	0.01112	0.017	0.08412	Program City
		Builder's Risk Insurance									SPECIAL NOTE

All projects should obtain a BR Quote from David Buckman and Jackie Gurney with Glenn Allen Insurance & Surety Brokers.

Project Premiums for Large Span Buildings (Theaters, Auditoriums, Convention Centers, Etc. Should Obtain a Quote ILO Using Estiamted Value.
		Contract Amount:		#NAME?
		Project Duration:		14
		Insurance Type		Required?	Rate(per $100)	Annual Premium 	Pro Rata Factor	Term Premium
		Site Work Only		NO	0.052	Not Required	1.1666666666666665	Not Required
		JOC / Small Project		YES	0.095	#NAME?	1.1666666666666665	#NAME?
		Fire Resistive/Non-Comubustible		YES	0.062	#NAME?	1.1666666666666665	#NAME?
		Masonry Non-Combustible		NO	0.062	Not Required	1.1666666666666667	Not Required
		Joisted Masonry (wood roof on masonry)		NO	0.248	Not Required	1.1666666666666667	Not Required
		Wood Frame		NO	0.528	Not Required	1.1666666666666667	Not Required
							SUB-TOTAL:	#NAME?	#NAME?
		Insurance Type		Required	Rate	Annual Premium	Pro Rata Factor	Term Premium
		Non-Structural Renovation		NO	1.25	Not Required	1.1666666666666667	Not Required
		Structural Seismic Renovation		NO	1.75	Not Required	1.1666666666666667	Not Required
		Structural Non-Seismic Renovation		NO	1.4	Not Required	1.1666666666666667	Not Required
		100 Year flood plain		NO	0.14	Not Required	1.1666666666666667	Not Required
		500 Year flood plain		NO	0.07	Not Required	1.1666666666666667	Not Required
		Deductible buyback (up to $5,000)		NO	1.2	Not Required	1.1666666666666667	Not Required
		Earthquake		NO	0.125	Not Required	1.1666666666666667	Not Required
							SUB-TOTAL:	0
							TOTAL:	#NAME?
=== SHEET: ScratchPad ===
=== SHEET: Bid Tally ===
	#	Scope Description	% From Selected Sub	Base Bid Amount	Base Bid & Accepted Alternates	Base Bid & 
All Alternates Amount	Comments	IC	Notes	BOE Clarifications?
Used	GEN2	Scaffolding & Equipment		28000	28000	0		0
Used	X	CORE	0	28000
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	GEN3	Waste Management & Cleaning Requirements		70000	70000	779090		0
Used	X	CORE	0	70000	779090	779090
Not Used					1256279	1256279
Not Used					1514400	1514400
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	1	Soil Remediation - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	2	Abatement & Building Wrecking		779090	779090	779090		0
Used	X	Northstar Contracting Group	0	779090	779090	779090
Used		GGG Demolition	0.612495347135761	1256279	1256279	1256279
Used		NDX	0.9438062354798546	1514400	1514400	1514400
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	3	Selective Demolition - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	4	Building Wrecking		0	0	0		0
Used		CORE	#DIV/0!	62734.333333333336	62734.333333333336	62734.333333333336
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	5	Major Off-Site Improvements - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	6	Temporary Site Construction Requirements - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	7	Horizontal Survey & Staking		36750	36750	36750		0
Used	X	Rosevear Surving and Consulting	0	36750	36750	36750
Used		Prewitt Land Surveying	0.9979591836734694	73425	73425	73425
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	8	Site Demo, Earthwork, Paving, Utilities & Striping		1944749	1944749	1944749		0
Used	X	TAB Contractors (New-Com)	0	1944749	1944749	1944749
Used		The Monument Company	0.19084673651972572	2315898	2315898	2315898
Used		NDX	0.5487806858365785	3011989.69	3011989.69	3011989.69
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	9	Utilities		0	0	0		0
Used		CORE	#DIV/0!	362540.57	362540.57	362540.57
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	10	Site Mechanical Infrastructure - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	11	Dust Control		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	12	Storm Water Management - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	13	Dewatering - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	14	Asphalt Paving - See Scope #008		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	15	Site Signage, Striping, & Parking Accessories		0	0	0		0
Used		CORE	#DIV/0!	5017	5017	5017
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	16	Landscaping & Irrigation		111275	111275	111275		0
Used	X	Black Canyon Construction	0	111275	111275	111275
Used		Brightview Landscape (GTI)	0.17995955964951693	131300	131300	131300
Used		Tand	1.3077960008986746	256800	256800	256800
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	17	Segmental Retaining Walls - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	18	Site Furnishings		21669.61	21669.61	21669.61		0
Used	X	The Monument Company	0	21669.61	21669.61	21669.61
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	19	Track & Field Athletic Equipment		271628.85	271628.85	271628.85		0
Used	X	SportsEdge	0	271628.85	271628.85	271628.85
Used		Exerplay	0.23049668693145087	334238.4	334238.4	334238.4
Used		GTI	0.382088095576004	375415	375415	375415
Used		Tand	0.8827160664266702	511400	511400	511400
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	20	Fabric Shade Structures - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	21	Running Track Surfacing		434504	434504	434504		0
Used	X	Elite Sports Builders	0	434504	434504	434504
Used		The Monument Company	0.7402693646088414	756154	756154	756154
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used		Great Western Installations
Not Used
Not Used
Used
Used	22	Synthetic Turf Sports Field		799600	799600	799600		#REF!
Used	X	Tand	0	799600	799600	799600
Used		Sprinturf	0.2783329164582291	1022155	1022155	1022155
Used		CG&B Enterprises	0.4244622311155577	1139000	1139000	1139000
Used		Green Living Services	0.5970647823911956	1277013	1277013	1277013
Used		The Monument Company	0.6024449724862431	1281315	1281315	1281315
Used		AstroTurf Corporation	1.0558829414707356	1643884	1643884	1643884
Not Used
Used		AstroTurf Corporation	1.0558829414707356	1643884	1643884	1643884
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	23	Fencing & Gates		215392	215392	215392		0
Used	X	Tahoe Fence Co	0	215392	215392	215392
Used		Tiberti Fence Co	0.29059575100282276	277984	277984	277984
Used		Fencing Specialists	0.6515178836725597	355723.74	355723.74	355723.74
Used		Golden Bay Fence Plus Iron Works	0.668399940573466	359360	359360	359360
Used		Red Star Fence	0.8431510919625613	397000	397000	397000
Used		All 5s Construction	0.8526964789778637	399056	399056	399056
Not Used
Used		All 5s Construction	0.8526964789778637	399056	399056	399056
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	24	Site Concrete		0	0	0		0
Used		CORE	#DIV/0!	578560.7471337357	578560.7471337357	578560.7471337357
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	25	Site Masonry - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	26	Site Metals		0	0	0		0
Used		CORE	#DIV/0!	40040	40040	40040
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	27	Structural Layout & Coordination		2550	2550	2550		0
Used	X	CORE	0	2550	2550	2550
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	28	Special Foundations - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	29	Pre-Cast Concrete - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	30	Concrete  		1562489.84	1562489.84	1562489.84		0
Used	X	Sahara Concrete	0	1562489.84	1562489.84	1562489.84
Used		The Monument Company	0.04734899268208981	1636472.16	1636472.16	1636472.16
Used		XL Concrete Masonry	0.04966378533379778	1640089	1640089	1640089
Used		Cheek Construction	0.06439550403732541	1663107.1608	1663107.1608	1663107.1608
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	31	Masonry  		189449	189449	189449		0
Used	X	Henderson Masonry	0	189449	189449	189449
Used		The Monument Company	0.19251619169275114	225921	225921	225921
Used		XL Concrete Masonry	0.4115513937788007	267417	267417	267417
Used		Kemper Masonry	0.8750692798589594	355230	355230	355230
Used		John Jackson Masonry	1.2454275293086794	425394	425394	425394
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	32	Steel Joist & Metal Deck		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	33	Structural Steel & Ornamental Metals		145468	145468	145468		0
Used	X	Corona Steel	0	145468	145468	145468
Used		Adams & Smith	0.9396980779277917	282164	282164	282164
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	34	Ornamental & Fabricated Metals - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	35	Applied Fireproofing - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	36	Rough Carpentry		2550	2550	2550		0
Used	X	CORE	0	2550	2550	2550
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	37	Temporary Dry-In, Testing, & Mockups - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	38	Waterproofing - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	39	Weather Barrier Assembly - See Scope #049		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	40	Moisture Protection & Sealants		15500	15500	15500		0
Used	X	Western Sealants	0	15500	15500	15500
Used		Gleeson Powers	2.774193548387097	58500	58500	58500
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	41	Acoustical Sealants - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	42	Firestopping - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	43	Expansion Control - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	44	Insulation		37637	37637	37637		0
Used	X	Gale Building Products	0	37637	37637	37637
Used		Red Rock Insulation	0.006987804554029253	37900	37900	37900
Used		G&R Insulation	0.47163695299837927	55388	55388	55388
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	45	Metal Roofing, Fascia & Soffit Panels		135698	135698	135698		0
Used	X	Foursquare Roof and Walls	0	135698	135698	135698
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used		The Original Roofing Company (TORC)
Not Used
Not Used
Used
Used	46	Membrane Roofing - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	47	Other Roofing Systems - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	48	Masonry Veneer - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	49	Metal Panels		0	0	0		0
Used		CORE	#DIV/0!	118905	118905	118905
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	50	Fiber Cement Panels - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	51	Stucco / EIFS - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	52	Aluminum, Glass, & Glazing		0	0	0		0
Used		CORE	#DIV/0!	3000	3000	3000
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	53	Skylights - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	54	Special Doors		21043	21043	21043		0
Used	X	Frontier Building Products Pacific	0	21043	21043	21043
Used		Lawrence Doors	0.7164582046286176	36119.43	36119.43	36119.43
Used		Crawford Door Sales of NV	1.2725371857624865	47821	47821	47821
Used		McKeon Doors of NV	1.4953191084921351	52509	52509	52509
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	55	Temporary Requirements for Phasing / Quality Control		2550	2550	2550		0
Used	X	CORE	0	2550	2550	2550
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	56	Doors, Frames, & Hardware		43186	43186	43186		0
Used	X	All 5's Construction	0	43186	43186	43186
Used		SNV Specialties	0.38889918028990866	59981	59981	59981
Used		ADI	0.5132450331125828	65351	65351	65351
Used		Division 09	1.430654147177326	104970.23	104970.23	104970.23
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	57	Doors, Frames, & Hardware (Install) - See Scope #056		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	58	Interior Layout & Coordination		2550	2550	2550		0
Used	X	CORE	0	2550	2550	2550
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	59	Casework & Finished Carpentry		0	0	0		0
Used		CORE	#DIV/0!	5400	5400	5400
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	60	Framing, Drywall & Painting		266211	266211	266211		0
Used	X	Jetstream Construction	0	266211	266211	266211
Used		M&H Building Specialties	0.3232323232323233	352259	352259	352259
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	61	Paint & High Performance Coatings - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	62	Acoustical Ceiling Treatments		10400	10400	10400		0
Used	X	Red Cap Acoustics	0	10400	10400	10400
Used		Grani Installations	0.875	19500	19500	19500
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	63	Acoustical Wall Treatments - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	64	Tile		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	65	Carpet & Resilient Flooring - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	66	Fluid-Applied Flooring		34053.95	34053.95	34053.95		0
Used	X	FW Specialties	0	34053.95	34053.95	34053.95
Used		SI Legacy Floor Finishing	0.7281402010633129	58850	58850	58850
Used		NRC Concrete	1.5701864247759807	87525	87525	87525
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	67	Concrete Finishing		7985.95	7985.95	7985.95		0
Used	X	FW Specialties	0	7985.95	7985.95	7985.95
Used		Ryerson Concrete	0.7781228282170563	14200	14200	14200
Used		NRC Concrete	0.9280110694407053	15397	15397	15397
Used		SI Legacy Floor Finishing	1.8669100107063028	22895	22895	22895
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	68	Wood Flooring - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	69	Terrazzo / Specialty Flooring - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	70	Progressive & Final Clean Requirements		5226	5226	5226		0
Used	X	Cleaning Services Inc.	0	5226	5226	5226
Used		Lady Lux Cleaning Company	0.8178339073861463	9500	9500	9500
Used		Nevada Angels Cleaning (Mapcc)	0.8821182548794491	9835.95	9835.95	9835.95
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	71	Visual Display Boards		6695.82	6695.82	6695.82		0
Used	X	ADP Lemco	0	6695.82	6695.82	6695.82
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	72	Building Signage		22450	22450	22450		0
Used	X	YESCO	0	22450	22450	22450
Used		Y C Signs	0.38525612472160353	31099	31099	31099
Used		Image360	9.553384855233853	236923.49	236923.49	236923.49
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	73	Wall & Door Protection - N/A		0	0	0		0
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	74	Building & Fire Protection Accessories		38852	38852	38852		0
Used	X	Henri	0	38852	38852	38852
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
Used	75	Fire Protection Specialties		0	0	0		0
Used		CORE	#DIV/0!	2100	2100	2100
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Not Used
Used
